Word1,Word2,Head,Order_Candidates
엠티,깡패,1,"[('엠페', [1, 0, 5, 0, 0, 1]), ('엠깡페', [1, 1, 2, 0, 0, 1]), ('엠탕페', [1, 1, 2, 0, 0, 2]), ('엠티페', [1, 1, 5, 0, 0, 1]), ('엠팅페', [1, 1, 5, 0, 0, 2])]"
깁스,갈채,1,"[('깁체', [0, 0, 5, 1, 0, 1]), ('길체', [0, 0, 5, 1, 0, 2]), ('기체', [0, 0, 6, 1, 0, 2]), ('깁갈체', [0, 1, 2, 1, 0, 1]), ('깁살체', [0, 1, 2, 1, 0, 2])]"
게으름,넝마,1,"[('겡마', [1, 0, 6, 0, 0, 1]), ('게마', [1, 0, 7, 0, 0, 0]), ('게넝마', [1, 1, 4, 0, 0, 0]), ('게엉마', [1, 1, 5, 0, 0, 1]), ('게응마', [1, 1, 5, 0, 0, 1])]"
살갗,개인,1,"[('살긴', [1, 0, 4, 0, 0, 1]), ('사인', [1, 0, 6, 0, 0, 1]), ('살가인', [1, 1, 3, 0, 0, 1]), ('살게인', [1, 1, 3, 0, 0, 1]), ('사게인', [1, 1, 4, 0, 0, 2])]"
덮밥,가뭄,1,"[('덮뭄', [1, 0, 5, 0, 0, 0]), ('더뭄', [1, 0, 6, 0, 0, 1]), ('덮가뭄', [1, 1, 3, 0, 0, 0]), ('덮바뭄', [1, 1, 3, 0, 0, 1]), ('더가뭄', [1, 1, 4, 0, 0, 1])]"
섹스,개뿔,1,"[('섹뿔', [0, 0, 4, 1, 0, 0]), ('세뿔', [0, 0, 5, 1, 0, 1]), ('섹게뿔', [0, 1, 2, 1, 0, 1]), ('섹세뿔', [0, 1, 2, 1, 0, 1]), ('세게뿔', [0, 1, 3, 1, 0, 2])]"
강습소,개연성,1,"[('강션성', [0, 0, 6, 1, 0, 1]), ('강습성', [0, 0, 7, 1, 0, 0]), ('강선성', [0, 0, 7, 1, 0, 1]), ('강슨성', [0, 0, 7, 1, 0, 1]), ('가연성', [0, 0, 8, 1, 0, 1])]"
등록,가짓수,1,"[('등짓수', [1, 0, 5, 0, 0, 0]), ('등롯수', [1, 0, 5, 0, 0, 1]), ('등릿수', [1, 0, 5, 0, 0, 1]), ('드짓수', [1, 0, 6, 0, 0, 1]), ('등로수', [1, 0, 6, 0, 0, 1])]"
땅값,김치찌개,1,"[('땅치찌게', [1, 0, 6, 0, 0, 1]), ('땀치찌게', [1, 0, 6, 0, 0, 2]), ('땅가찌게', [1, 0, 6, 0, 0, 2]), ('땅기찌게', [1, 0, 6, 0, 0, 2]), ('따치찌게', [1, 0, 7, 0, 0, 2])]"
갈등,관능,1,"[('갈능', [0, 0, 7, 1, 0, 0]), ('간능', [0, 0, 7, 1, 0, 1]), ('가능', [0, 0, 8, 1, 0, 1]), ('갈관능', [0, 1, 3, 1, 0, 0]), ('갈돤능', [0, 1, 3, 1, 0, 1])]"
그룹,프로그램,1,"[('그로그렘', [0, 0, 5, 5, 1, 1]), ('그루그렘', [0, 0, 5, 5, 1, 2]), ('그오그렘', [0, 0, 6, 1, 0, 2]), ('그루으렘', [0, 0, 6, 2, 0, 3]), ('그룹그렘', [0, 0, 9, 2, 0, 1])]"
인터뷰,지랄병,1,"[('인랄병', [1, 0, 7, 0, 0, 0]), ('인털병', [1, 0, 7, 0, 0, 1]), ('인탈병', [1, 0, 7, 0, 0, 1]), ('인터병', [1, 0, 8, 0, 0, 0]), ('인터랄병', [1, 1, 5, 0, 0, 0])]"
앉은뱅이,아랑곳,1,"[('앉랑곳', [0, 0, 7, 1, 0, 0]), ('앉곳', [0, 1, 10, 1, 0, 0])]"
스크랩북,건강식,1,"[('슨강식', [1, 0, 10, 0, 0, 1]), ('스강식', [1, 0, 11, 0, 0, 0]), ('스캉식', [1, 0, 11, 0, 0, 1]), ('스킁식', [1, 0, 11, 0, 0, 1]), ('스크식', [1, 0, 12, 0, 0, 0])]"
하얀색,살갗,1,"[('할갗', [0, 0, 8, 1, 0, 1]), ('하갗', [0, 0, 9, 2, 1, 0]), ('하살갗', [0, 1, 6, 2, 1, 0]), ('하얀갗', [0, 1, 6, 2, 1, 0]), ('하얄갗', [0, 1, 6, 2, 1, 1])]"
군기침,갈망,1,"[('군망', [0, 0, 8, 1, 0, 0]), ('굴망', [0, 0, 8, 1, 0, 1]), ('구망', [0, 0, 9, 1, 0, 1]), ('군갈망', [0, 1, 5, 2, 1, 0]), ('군길망', [0, 1, 5, 2, 1, 1])]"
데릴사위,깍두기,1,"[('데릴두기', [0, 1, 7, 1, 0, 0]), ('데릴사기', [0, 1, 7, 1, 0, 0]), ('데깍두기', [0, 1, 7, 1, 0, 0]), ('데릭두기', [0, 1, 7, 1, 0, 1]), ('데락두기', [0, 1, 7, 1, 0, 1])]"
렌즈,오합지졸,1,"[('렌합지졸', [1, 0, 3, 0, 0, 0]), ('렌잡지졸', [1, 0, 3, 0, 0, 1]), ('레합지졸', [1, 0, 4, 0, 0, 1]), ('레압지졸', [1, 0, 5, 0, 0, 2]), ('렌즈지졸', [1, 0, 9, 0, 0, 0])]"
파푸아 뉴기니,뒤꼍,1,"[('파꼍', [1, 0, 14, 0, 0, 0]), ('파푸꼍', [1, 1, 12, 0, 0, 0]), ('파피꼍', [1, 1, 12, 0, 0, 1]), ('파이꼍', [1, 1, 13, 0, 0, 1]), ('파푸아꼍', [1, 2, 11, 0, 0, 0])]"
결식아동,알뜰,1,"[('결뜰', [1, 0, 9, 0, 0, 0]), ('걀뜰', [1, 0, 9, 0, 0, 1]), ('겨뜰', [1, 0, 10, 0, 0, 1]), ('결식뜰', [1, 1, 6, 0, 0, 0]), ('결살뜰', [1, 1, 6, 0, 0, 1])]"
찾아보기,답사,1,"[('찾사', [0, 0, 8, 1, 0, 0]), ('찹사', [0, 0, 8, 1, 0, 1]), ('차사', [0, 0, 9, 1, 0, 1]), ('찾답사', [0, 1, 5, 1, 0, 0]), ('차답사', [0, 1, 6, 1, 0, 1])]"
강기슭,개암나무,1,"[('강감나무', [0, 0, 6, 1, 0, 1]), ('강김나무', [0, 0, 6, 1, 0, 1]), ('강기나무', [0, 0, 7, 1, 0, 0]), ('강기사무', [0, 0, 7, 1, 0, 1]), ('강기스무', [0, 0, 7, 1, 0, 1])]"
살쾡이,용퇴,1,"[('살퉤', [0, 0, 8, 2, 0, 1]), ('상퉤', [0, 0, 8, 2, 0, 2]), ('사퉤', [1, 0, 9, 0, 0, 2]), ('살콩퉤', [1, 1, 5, 0, 0, 2]), ('사옹퉤', [1, 1, 7, 0, 0, 3])]"
안팎,엽기,1,"[('안기', [1, 0, 6, 0, 0, 0]), ('안폅기', [1, 1, 2, 0, 0, 1]), ('안펍기', [1, 1, 3, 0, 0, 1]), ('안팝기', [1, 1, 3, 0, 0, 1]), ('안파기', [1, 1, 4, 0, 0, 1])]"
프라이드치킨,스크랩,1,"[('프크렙', [0, 0, 12, 1, 0, 1]), ('프라렙', [0, 0, 12, 1, 0, 1]), ('프르렙', [0, 0, 12, 1, 0, 2]), ('프으렙', [0, 0, 13, 1, 0, 2]), ('프라크렙', [0, 1, 10, 1, 0, 1])]"
푸줏간,네티즌,1,"[('푸줏즌', [1, 0, 7, 0, 0, 0]), ('푸티즌', [1, 0, 8, 0, 0, 0]), ('푸지즌', [1, 0, 8, 0, 0, 1]), ('푸주즌', [1, 0, 8, 0, 0, 1]), ('푸이즌', [1, 0, 9, 0, 0, 1])]"
펴낸이,꾀꼬리,1,"[('펴꼬리', [0, 0, 7, 1, 0, 0]), ('펴네리', [0, 0, 7, 1, 0, 1]), ('펴노리', [0, 0, 7, 1, 0, 1]), ('펴넨리', [1, 0, 6, 0, 0, 1]), ('펴오리', [1, 0, 8, 0, 0, 1])]"
귀싸대기,강행,1,"[('귕헹', [0, 0, 8, 1, 0, 2]), ('광헹', [0, 0, 8, 1, 0, 2]), ('귀헹', [0, 0, 9, 1, 0, 1]), ('귀강헹', [0, 1, 6, 1, 0, 1]), ('귀쌍헹', [0, 1, 6, 1, 0, 2])]"
귀엣말,간행사,1,"[('관헹사', [0, 0, 7, 1, 0, 2]), ('귄헹사', [0, 0, 7, 1, 0, 2]), ('귀헹사', [0, 0, 8, 1, 0, 1]), ('귀엣사', [0, 0, 9, 1, 0, 0]), ('귀엥사', [0, 0, 9, 1, 0, 1])]"
꼬챙이,가설,1,"[('꼬설', [1, 0, 6, 0, 0, 0]), ('꼬쳉설', [1, 1, 3, 0, 0, 1]), ('꼬가설', [1, 1, 4, 0, 0, 0]), ('꼬차설', [1, 1, 4, 0, 0, 1]), ('꼬체설', [1, 1, 4, 0, 0, 1])]"
공략,탯줄,1,"[('공줄', [1, 0, 7, 0, 0, 0]), ('곳줄', [1, 0, 7, 0, 0, 1]), ('고줄', [1, 0, 8, 0, 0, 1]), ('공럇줄', [1, 1, 3, 0, 0, 1]), ('공텟줄', [1, 1, 4, 0, 0, 1])]"
굼벵이,갖신,1,"[('굼신', [0, 0, 7, 1, 0, 0]), ('궂신', [0, 0, 7, 1, 0, 1]), ('구신', [0, 0, 8, 1, 0, 1]), ('굼갖신', [0, 1, 4, 1, 0, 0]), ('굼벵신', [0, 1, 4, 1, 0, 0])]"
강골,고무줄,1,"[('강무줄', [0, 0, 5, 1, 0, 0]), ('강고줄', [0, 0, 5, 1, 0, 0]), ('강구줄', [0, 0, 5, 1, 0, 1]), ('가무줄', [0, 0, 6, 1, 0, 1]), ('강골줄', [0, 0, 7, 1, 0, 0])]"
뒤꽁무니,왼손,1,"[('뒤손', [0, 0, 10, 1, 0, 0]), ('뒤꽁손', [0, 1, 7, 1, 0, 0]), ('뒤꼰손', [0, 1, 7, 1, 0, 1]), ('뒤꼬손', [0, 1, 8, 1, 0, 1]), ('뒤꽁멘손', [0, 2, 4, 1, 0, 1])]"
간지럼,시스템,1,"[('간지템', [1, 0, 7, 0, 0, 0]), ('간스템', [1, 0, 7, 0, 0, 0]), ('간즈템', [1, 0, 7, 0, 0, 1]), ('가스템', [1, 0, 8, 0, 0, 1]), ('가으템', [1, 0, 9, 0, 0, 2])]"
띄어쓰기,겸허,1,"[('띄엄허', [0, 1, 7, 1, 0, 1]), ('띄어허', [0, 1, 8, 1, 0, 0]), ('띄어겸허', [0, 2, 4, 1, 0, 0]), ('띄어쎰허', [0, 2, 4, 1, 0, 1]), ('띄어씀허', [0, 2, 5, 1, 0, 1])]"
엊저녁,가계,1,"[('엊계', [1, 0, 8, 0, 0, 0]), ('엊가계', [1, 1, 6, 0, 0, 0]), ('엊저계', [1, 1, 6, 0, 0, 0]), ('엊자계', [1, 1, 6, 0, 0, 1]), ('엊저냐계', [1, 2, 3, 0, 0, 1])]"
비닐,샘플,1,"[('빔플', [1, 0, 5, 0, 0, 1]), ('비플', [1, 0, 6, 0, 0, 0]), ('비님플', [1, 1, 3, 0, 0, 1]), ('비셈플', [1, 1, 3, 0, 0, 1]), ('비넴플', [1, 1, 3, 0, 0, 1])]"
가입비,능욕,1,"[('가욕', [1, 0, 7, 0, 0, 0]), ('가입뵥', [1, 1, 4, 0, 0, 1]), ('가이욕', [1, 1, 6, 0, 0, 1]), ('가입비욕', [1, 2, 6, 0, 0, 0])]"
거취,셔틀버스,1,"[('거췰버스', [0, 0, 10, 1, 0, 1]), ('거어틀버스', [0, 1, 5, 1, 0, 1]), ('거틀버스', [1, 0, 6, 0, 0, 0]), ('거츨버스', [1, 0, 6, 0, 0, 1]), ('거을버스', [1, 0, 7, 0, 0, 1])]"
낱권,최고급,1,"[('낱궈급', [0, 0, 6, 1, 0, 1]), ('낱고급', [0, 0, 7, 1, 0, 0]), ('낱권급', [0, 0, 8, 1, 0, 0]), ('나오급', [0, 0, 9, 1, 0, 2]), ('낱궈고급', [0, 1, 4, 1, 0, 1])]"
고집불통,빗속,1,"[('고집불속', [0, 2, 6, 2, 1, 0]), ('고집빗속', [0, 2, 6, 2, 1, 0]), ('고집붓속', [0, 2, 6, 2, 1, 1]), ('고집부속', [0, 2, 7, 1, 0, 1]), ('고집불빗속', [0, 3, 3, 1, 0, 0])]"
겉껍질,성의껏,1,"[('겉껍껏', [0, 0, 7, 1, 0, 0]), ('겉끠껏', [0, 0, 8, 1, 0, 1]), ('겉꺼껏', [0, 0, 8, 1, 0, 1]), ('거의껏', [0, 0, 10, 1, 0, 1]), ('겉껍지껏', [0, 1, 5, 1, 0, 1])]"
커텐,각자,1,"[('컥자', [1, 0, 5, 0, 0, 1]), ('커자', [1, 0, 6, 0, 0, 0]), ('커각자', [1, 1, 3, 0, 0, 0]), ('커탁자', [1, 1, 3, 0, 0, 1]), ('커텍자', [1, 1, 3, 0, 0, 1])]"
경비실,싫증,1,"[('경싫증', [0, 1, 5, 1, 0, 0]), ('경빓증', [0, 1, 5, 1, 0, 1]), ('경비증', [0, 1, 6, 1, 0, 0]), ('경비싫증', [0, 2, 3, 1, 0, 0]), ('경비시증', [0, 2, 4, 1, 0, 1])]"
하이픈,가슴팍,1,"[('하슴팍', [0, 0, 6, 1, 0, 0]), ('하임팍', [0, 0, 7, 1, 0, 1]), ('하음팍', [0, 0, 7, 1, 0, 1]), ('하이팍', [0, 0, 8, 1, 0, 0]), ('하가슴팍', [0, 1, 4, 1, 0, 0])]"
즐거움,게맛살,1,"[('즐맛살', [1, 0, 6, 0, 0, 0]), ('즐갓살', [1, 0, 6, 0, 0, 1]), ('즐것살', [1, 0, 6, 0, 0, 1]), ('즐거살', [1, 0, 7, 0, 0, 0]), ('즈맛살', [1, 0, 7, 0, 0, 1])]"
셔틀콕,각자,1,"[('셕자', [1, 0, 8, 0, 0, 1]), ('샥자', [1, 0, 8, 0, 0, 1]), ('셔자', [1, 0, 9, 0, 0, 0]), ('셔틀자', [1, 1, 6, 0, 0, 0]), ('셔각자', [1, 1, 6, 0, 0, 0])]"
가욋돈,땟국,1,"[('가웻국', [0, 1, 6, 2, 0, 1]), ('가뗏국', [0, 1, 6, 2, 0, 1]), ('가웨국', [0, 1, 7, 1, 0, 1]), ('가웻돗국', [0, 2, 3, 2, 0, 2]), ('가웻뎃국', [0, 2, 3, 2, 0, 2])]"
콤플렉스,스텐,1,"[('콤텐', [1, 0, 10, 0, 0, 0]), ('코텐', [1, 0, 11, 0, 0, 1]), ('콤플텐', [1, 1, 7, 0, 0, 0]), ('콤스텐', [1, 1, 8, 0, 0, 0]), ('콤프텐', [1, 1, 8, 0, 0, 1])]"
주머닛돈,광산촌,1,"[('주머닛촌', [0, 1, 10, 2, 0, 0]), ('주머산촌', [0, 1, 10, 2, 0, 0]), ('주앙산촌', [0, 1, 10, 2, 0, 1]), ('주머난촌', [0, 1, 10, 2, 0, 1]), ('주머닌촌', [0, 1, 10, 2, 0, 1])]"
낼모레,아침저녁,1,"[('넬침저녁', [1, 0, 5, 0, 0, 1]), ('넬밈저녁', [1, 0, 5, 0, 0, 2]), ('넬몸저녁', [1, 0, 5, 0, 0, 2]), ('네침저녁', [1, 0, 6, 0, 0, 1]), ('넬모저녁', [1, 0, 6, 0, 0, 1])]"
오줌소태,뺄셈,1,"[('오줌셈', [1, 1, 7, 0, 0, 0]), ('오줄셈', [1, 1, 7, 0, 0, 1]), ('오젤셈', [1, 1, 7, 0, 0, 1]), ('오주셈', [1, 1, 8, 0, 0, 1]), ('오줌셀셈', [1, 2, 4, 0, 0, 1])]"
잰걸음,맏형,1,"[('젣형', [1, 0, 8, 0, 0, 1]), ('젠형', [1, 0, 8, 0, 0, 1]), ('제형', [1, 0, 9, 0, 0, 1]), ('젠걸형', [1, 1, 5, 0, 0, 1]), ('젠맏형', [1, 1, 5, 0, 0, 1])]"
끝인사,돌잡이,1,"[('끄이', [1, 1, 11, 0, 0, 1])]"
볶음밥,데스크톱,1,"[('보스크톱', [0, 0, 8, 1, 0, 1]), ('보크톱', [0, 1, 10, 1, 0, 1]), ('볶스크톱', [1, 0, 7, 0, 0, 0]), ('보으크톱', [1, 0, 9, 0, 0, 2]), ('볶데스크톱', [1, 1, 5, 0, 0, 0])]"
파킨슨병,꽃상여,1,"[('파킨셔', [0, 0, 12, 1, 0, 1]), ('파킨슨벼', [0, 1, 8, 1, 0, 1]), ('파킨스여', [0, 1, 11, 1, 0, 1]), ('파키여', [1, 0, 14, 0, 0, 1]), ('파켜', [1, 1, 15, 0, 0, 1])]"
대엿새,쫄면,1,"[('델면', [1, 0, 7, 0, 0, 1]), ('데면', [1, 0, 8, 0, 0, 1]), ('데쫄면', [1, 1, 5, 0, 0, 1]), ('데올면', [1, 1, 6, 0, 0, 2])]"
경보음,헬스클럽,1,"[('겨스클럽', [0, 0, 8, 1, 0, 1]), ('경보을럽', [0, 0, 8, 1, 0, 1]), ('경보으럽', [0, 0, 9, 1, 0, 1]), ('경보음럽', [0, 0, 11, 1, 0, 0]), ('경보으클럽', [0, 1, 6, 1, 0, 1])]"
닭싸움,덕분,1,"[('닭분', [0, 0, 7, 1, 0, 0]), ('닥분', [0, 0, 7, 1, 0, 1]), ('다분', [0, 0, 8, 1, 0, 1]), ('닭덕분', [0, 1, 4, 1, 0, 0]), ('닭싹분', [0, 1, 4, 1, 0, 1])]"
밀크셰이크,건설업,1,"[('밀크섭', [1, 0, 10, 0, 0, 1]), ('밀크업', [1, 0, 11, 0, 0, 0]), ('밀크셰업', [1, 1, 9, 0, 0, 0]), ('밀컵', [1, 1, 12, 0, 0, 1]), ('미업', [1, 1, 14, 0, 0, 1])]"
결함,걸레짝,1,"[('결레짝', [0, 0, 6, 1, 0, 0]), ('결헤짝', [0, 0, 6, 1, 0, 1]), ('결하짝', [0, 0, 6, 1, 0, 1]), ('겨레짝', [0, 0, 7, 1, 0, 1]), ('결함짝', [0, 0, 8, 1, 0, 0])]"
채찍,배뇨,1,"[('체뇨', [0, 0, 5, 1, 0, 1]), ('체찌뇨', [0, 1, 3, 1, 0, 2]), ('체쩨뇨', [0, 1, 3, 1, 0, 2]), ('체베뇨', [0, 1, 3, 1, 0, 2]), ('체에뇨', [0, 1, 4, 1, 0, 2])]"
혼쭐,비닐봉지,1,"[('혼쭈봉지', [0, 0, 6, 1, 0, 1]), ('호닐봉지', [0, 0, 6, 1, 0, 1]), ('혼쭐봉지', [1, 0, 4, 0, 0, 0]), ('혼닐봉지', [1, 0, 5, 0, 0, 0]), ('혼찔봉지', [1, 0, 5, 0, 0, 1])]"
구둣방,무좀,1,"[('구좀', [0, 0, 8, 1, 0, 0]), ('구둣좀', [0, 1, 5, 2, 1, 0]), ('구무좀', [0, 1, 6, 2, 1, 0]), ('구두좀', [0, 1, 6, 2, 1, 1]), ('구우좀', [0, 1, 7, 1, 0, 1])]"
깻잎,건군,1,"[('껜군', [1, 0, 5, 0, 0, 1]), ('껫군', [1, 0, 5, 0, 0, 1]), ('께군', [1, 0, 6, 0, 0, 1]), ('껫건군', [1, 1, 2, 0, 0, 1]), ('께건군', [1, 1, 3, 0, 0, 1])]"
뒤웅박,레드카드,1,"[('뒤드카드', [1, 0, 7, 0, 0, 0]), ('뒤웅카드', [1, 0, 7, 0, 0, 0]), ('뒤웅바드', [1, 0, 7, 0, 0, 1]), ('뒈드카드', [1, 0, 7, 0, 0, 1]), ('뒤웅박드', [1, 0, 8, 0, 0, 0])]"
베짱이,맘속,1,"[('베짱속', [0, 1, 4, 1, 0, 0]), ('베맘속', [0, 1, 4, 1, 0, 0]), ('베짬속', [0, 1, 4, 1, 0, 1]), ('베짜속', [0, 1, 5, 1, 0, 1]), ('베짱맘속', [0, 2, 1, 1, 0, 0])]"
단순화,방어율,1,"[('단순휼', [0, 0, 6, 1, 0, 1]), ('단서율', [0, 0, 8, 1, 0, 1]), ('단수율', [0, 0, 8, 1, 0, 1]), ('다어율', [0, 0, 10, 1, 0, 1]), ('단순허율', [0, 1, 5, 1, 0, 1])]"
가족적,구둣주걱,1,"[('가족주걱', [0, 0, 8, 4, 2, 0]), ('가둣주걱', [0, 0, 8, 4, 2, 0]), ('가좃주걱', [0, 0, 8, 4, 2, 1]), ('가줏주걱', [0, 0, 8, 4, 2, 1]), ('가족저걱', [0, 0, 8, 4, 2, 1])]"
스웨덴,거위,1,"[('스위', [0, 0, 7, 1, 0, 0]), ('스거위', [1, 1, 5, 0, 0, 0]), ('스어위', [1, 1, 6, 0, 0, 1])]"
튀각,따로국밥,1,"[('튀오국밥', [0, 0, 6, 1, 0, 1]), ('튀가욱밥', [0, 0, 6, 1, 0, 2]), ('튀로국밥', [1, 0, 5, 0, 0, 0]), ('튀고국밥', [1, 0, 5, 0, 0, 1]), ('튀가국밥', [1, 0, 5, 0, 0, 1])]"
긍휼,육즙,1,"[('긍즙', [1, 0, 7, 0, 0, 0]), ('극즙', [1, 0, 7, 0, 0, 1]), ('그즙', [1, 0, 8, 0, 0, 1]), ('긍휵즙', [1, 1, 3, 0, 0, 1]), ('긍훅즙', [1, 1, 4, 0, 0, 1])]"
고군분투,간헐적,1,"[('곤헐적', [0, 0, 10, 1, 0, 1]), ('고헐적', [0, 0, 11, 1, 0, 0]), ('고걸적', [0, 0, 11, 2, 1, 1]), ('고굴적', [0, 0, 11, 2, 1, 1]), ('고군적', [0, 0, 11, 3, 2, 0])]"
니켈,고혈압,1,"[('니케압', [1, 0, 7, 0, 0, 1]), ('니캅', [1, 1, 8, 0, 0, 1]), ('니압', [1, 1, 9, 0, 0, 0])]"
뱁새,옐로카드,1,"[('벨로카드', [1, 0, 4, 0, 0, 1]), ('벱로카드', [1, 0, 4, 0, 0, 1]), ('벱소카드', [1, 0, 4, 0, 0, 2]), ('베로카드', [1, 0, 5, 0, 0, 1]), ('베오카드', [1, 0, 6, 0, 0, 2])]"
다듬이,깊이,1,"[('다디', [1, 0, 6, 0, 0, 1]), ('다이', [1, 0, 7, 0, 0, 0]), ('다드이', [1, 1, 5, 0, 0, 1])]"
미네랄,늦잠꾸러기,1,"[('밎잠꾸러기', [1, 0, 7, 0, 0, 1]), ('미잠꾸러기', [1, 0, 8, 0, 0, 0]), ('미남꾸러기', [1, 0, 8, 0, 0, 1]), ('미넴꾸러기', [1, 0, 8, 0, 0, 1]), ('미네꾸러기', [1, 0, 9, 0, 0, 0])]"
배짱,감소,1,"[('벰소', [1, 0, 5, 0, 0, 1]), ('베소', [1, 0, 6, 0, 0, 1]), ('베감소', [1, 1, 3, 0, 0, 1]), ('베짬소', [1, 1, 3, 0, 0, 2]), ('베암소', [1, 1, 4, 0, 0, 2])]"
규격,샴페인,1,"[('귬페인', [0, 0, 7, 1, 0, 1]), ('걈페인', [0, 0, 7, 1, 0, 1]), ('규페인', [0, 0, 8, 1, 0, 0]), ('규게인', [0, 0, 8, 1, 0, 1]), ('규에인', [0, 0, 9, 1, 0, 1])]"
딜러,밥솥,1,"[('딜솥', [1, 0, 5, 0, 0, 0]), ('딥솥', [1, 0, 5, 0, 0, 1]), ('디솥', [1, 0, 6, 0, 0, 1]), ('딜밥솥', [1, 1, 2, 0, 0, 0]), ('딜랍솥', [1, 1, 2, 0, 0, 1])]"
가시덤불,능지처참,1,"[('가시덤참', [1, 0, 10, 0, 0, 0]), ('강지처참', [1, 0, 10, 0, 0, 1]), ('가시처참', [1, 0, 11, 0, 0, 0]), ('가지처참', [1, 0, 11, 0, 0, 0]), ('가시더참', [1, 0, 11, 0, 0, 1])]"
기억,곰팡내,1,"[('김팡네', [0, 0, 4, 1, 0, 2]), ('기팡네', [0, 0, 5, 1, 0, 1]), ('기앙네', [0, 0, 6, 1, 0, 2]), ('기엉네', [0, 0, 6, 1, 0, 2]), ('기어네', [0, 0, 7, 1, 0, 2])]"
고주망태,닭싸움,1,"[('곩싸움', [1, 0, 9, 0, 0, 1]), ('고주뭄', [1, 0, 9, 0, 0, 1]), ('고싸움', [1, 0, 10, 0, 0, 0]), ('고주움', [1, 0, 10, 0, 0, 0]), ('고자움', [1, 0, 10, 0, 0, 1])]"
배드민턴,무분별,1,"[('베드분별', [0, 1, 8, 1, 0, 1]), ('베드민별', [0, 1, 8, 1, 0, 1]), ('베무분별', [0, 1, 8, 1, 0, 1]), ('베두분별', [0, 1, 8, 1, 0, 2]), ('베드문별', [0, 1, 8, 1, 0, 2])]"
긍정적,멜라닌,1,"[('긍정닌', [1, 0, 8, 0, 0, 0]), ('긍라닌', [1, 0, 9, 0, 0, 0]), ('긍자닌', [1, 0, 9, 0, 0, 1]), ('긍저닌', [1, 0, 9, 0, 0, 1]), ('글라닌', [1, 0, 9, 0, 0, 1])]"
오지랖,갈등,1,"[('오잘등', [1, 1, 5, 0, 0, 1]), ('오질등', [1, 1, 5, 0, 0, 1]), ('오지등', [1, 1, 6, 0, 0, 0]), ('오지갈등', [1, 2, 3, 0, 0, 0]), ('오지랄등', [1, 2, 3, 0, 0, 1])]"
냅킨,가슴팍,1,"[('넵슴팍', [1, 0, 5, 0, 0, 1]), ('넵큼팍', [1, 0, 5, 0, 0, 2]), ('넵킴팍', [1, 0, 5, 0, 0, 2]), ('네슴팍', [1, 0, 6, 0, 0, 1]), ('넵키팍', [1, 0, 6, 0, 0, 2])]"
첨단,갈바람,1,"[('첨바람', [0, 0, 6, 1, 0, 0]), ('철바람', [0, 0, 6, 1, 0, 1]), ('첨다람', [0, 0, 6, 1, 0, 1]), ('첨단람', [0, 0, 8, 1, 0, 0]), ('처아람', [0, 0, 8, 1, 0, 2])]"
흠모,해킹,1,"[('흠킹', [0, 0, 4, 1, 0, 0]), ('흐킹', [0, 0, 5, 1, 0, 1]), ('흠헤킹', [0, 1, 2, 1, 0, 1]), ('흠메킹', [0, 1, 2, 1, 0, 1]), ('흐헤킹', [0, 1, 3, 1, 0, 2])]"
웬일,밉상,1,"[('웬상', [1, 0, 5, 0, 0, 0]), ('웹상', [1, 0, 5, 0, 0, 1]), ('웨상', [1, 0, 6, 0, 0, 1]), ('웬밉상', [1, 1, 2, 0, 0, 0]), ('웨밉상', [1, 1, 3, 0, 0, 1])]"
제육볶음,대피소,1,"[('제육소', [0, 0, 9, 1, 0, 0]), ('제피소', [0, 0, 10, 1, 0, 0]), ('제유소', [0, 0, 10, 1, 0, 1]), ('제이소', [0, 0, 11, 1, 0, 1]), ('제육볶소', [0, 1, 6, 1, 0, 0])]"
열흘,닻줄,1,"[('열줄', [0, 0, 6, 1, 0, 0]), ('옃줄', [0, 0, 6, 1, 0, 1]), ('열흘줄', [0, 1, 6, 1, 0, 0]), ('여줄', [1, 0, 7, 0, 0, 1]), ('열닻줄', [1, 1, 3, 0, 0, 0])]"
베이킹파우더,긍정문,1,"[('벵정문', [0, 0, 11, 1, 0, 1]), ('베이정문', [0, 1, 11, 1, 0, 0]), ('베이킹문', [0, 1, 11, 1, 0, 0]), ('베이컹문', [0, 1, 11, 1, 0, 1]), ('베이긍정문', [0, 2, 8, 1, 0, 0])]"
결승점,쬐끔,1,"[('결승끔', [0, 1, 6, 1, 0, 0]), ('결승점끔', [0, 2, 6, 1, 0, 0]), ('결스에끔', [0, 2, 6, 1, 0, 2]), ('결끔', [1, 0, 9, 0, 0, 0]), ('겨끔', [1, 0, 10, 0, 0, 1])]"
반송,앉은키,1,"[('반슨키', [1, 0, 4, 0, 0, 1]), ('반손키', [1, 0, 4, 0, 0, 1]), ('반소키', [1, 0, 5, 0, 0, 1]), ('반송키', [1, 0, 6, 0, 0, 0]), ('바은키', [1, 0, 6, 0, 0, 1])]"
안녕,빨랫감,1,"[('안녓감', [1, 0, 6, 0, 0, 1]), ('안렛감', [1, 0, 7, 0, 0, 1]), ('안녀감', [1, 0, 7, 0, 0, 1]), ('안넷감', [1, 0, 7, 0, 0, 1]), ('안녕감', [1, 0, 9, 0, 0, 0])]"
펴낸이,마당쇠,1,[]
